2022-02-16T08-23-53,74523,Pushmataha Hospital,,,0,5,02/15/2022 12:00:00 AM
2022-03-16T18-51-35,74523,Pushmataha Hospital,5,POINT (-95.614948 34.231775),,2.8722E+38,03/11/2022 12:00:00 AM
