2022-03-08T14-40-56,20770-2247,ARTHRITIS AND PAIN ASSOCIATES OF PG,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,48,,
2022-03-16T18-51-35,20770,ARTHRITIS AND PAIN ASSOCIATES OF PG,22,POINT (-76.879784 38.989111),,2.78574E+38,03/11/2022 12:00:00 AM
