2022-02-16T08-23-53,82937,South Lincoln OP Pharmacy - Lyman,,,0,8,02/14/2022 12:00:00 AM
2022-03-16T18-51-35,82937,South Lincoln OP Pharmacy - Lyman,8,POINT (-110.33829 41.35731),1912462326,2.83685E+38,03/12/2022 12:00:00 AM
