2022-02-16T08-23-53,74743,Choctaw Memorial Hospital,,,0,,02/15/2022 12:00:00 AM
2022-03-16T18-51-35,74743,Choctaw Memorial Hospital,17,POINT (-95.497076 34.011639),,2.87221E+38,03/10/2022 12:00:00 AM
