2022-02-10T21-04-53,74136-3333,WC VACCINE SERVICE AT WC TOWER,,,0,131,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,74136-3333,WC VACCINE SERVICE AT WC TOWER,,,0,131,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,74136-3333,WC VACCINE SERVICE AT WC TOWER,,,0,131,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,74136-3333,WC VACCINE SERVICE AT WC TOWER,,,0,129,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,74136-3333,WC VACCINE SERVICE AT WC TOWER,,,0,129,02/15/2022 12:00:00 AM
2022-03-16T18-51-35,74136,TL CAREY MD AND ASSOCIATES INC,12,POINT (-95.920324 36.059917),,2.78574E+38,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,74136,WC VACCINE SERVICE AT WC TOWER,118,POINT (-95.922205 36.067156),,2.78574E+38,03/11/2022 12:00:00 AM
