2022-03-08T14-40-56,36532-1812,THOMAS HOSPITAL,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,24,12,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,36532,THOMAS HOSPITAL,12,POINT (-87.889276 30.519992),,2.78574E+38,03/10/2022 12:00:00 AM
