2022-02-16T08-11-48,49660,Munson Manistee,,,0,22,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,49660,Munson Manistee,,,0,22,02/15/2022 12:00:00 AM
2022-03-16T18-51-35,49660,Munson Manistee,20,POINT (-86.273423 44.272357),,2.78574E+38,03/11/2022 12:00:00 AM
